15.85,18.41,Buffy,You demons can't resist
15.85,18.41,Buffy,"a runandstumble, can you?"
37.31,40.47,Buffy,One down... one gone.
106.88,108.75,Willow,So scabby demon
106.88,108.75,Willow,got away?
108.82,110.34,Willow,Scabby demon number 2
108.82,110.34,Willow,got away.
110.42,111.62,Buffy,Scabby demon number one...
111.69,113.49,Buffy,Big check
111.69,113.49,Buffy,"in the ""slay"" column."
113.56,115.19,Willow,I don't like this
113.56,115.19,Willow,"little ""no mouth"" thing."
115.26,116.69,Willow,It's disquieting.
116.76,119.56,Buffy,"Well, no mouth"
116.76,119.56,Buffy,means no teeth.
119.63,121.43,Buffy,Unless they have them
119.63,121.43,Buffy,somewhere else.
121.5,122.83,Giles,"Good morning, girls."
122.9,127.34,Giles,We've been researching
122.9,127.34,Giles,the mayor's forthcoming ascension.
127.41,128.6,Oz,It's pretty riveting stuff.
128.67,132.02,Buffy,What do we know?
130.07,132.17,Buffy,What don't we know?
132.24,133.68,Xander,"Tell her, Giles."
133.75,134.35,Xander,"Well, based"
134.35,135.61,Giles,on the supposed date...
135.68,138.11,Giles,Graduation day... and the mayor
135.68,138.11,Giles,being impervious to harm...
138.18,139.62,Xander,I've crossreferenced...
139.68,142.24,Xander,He's a crossreferencing fool.
142.32,144.81,Giles,And I've eliminated
142.32,144.81,Giles,several possibilities.
144.89,147.62,Giles,It's not the ritual flaying
144.89,147.62,Giles,of the demon Azorath...
147.69,148.78,Giles,"nor the, um..."
153.43,155.16,Giles,I don't know
153.43,155.16,Giles,what's going to happen.
156.3,157.89,Oz,That was kind of
156.3,157.89,Oz,an anticlimax.
157.97,159.33,Buffy,Buffy: We don't know anything?
159.4,161.2,Buffy,The whole FaithAngel thing
159.4,161.2,Buffy,was for nothing?
161.27,162.74,Buffy,"No, no, no. Um..."
162.81,164.4,Giles,"if nothing else,"
162.81,164.4,Giles,Angel's charade
164.48,167.17,Giles,has brought Faith's treachery
164.48,167.17,Giles,into the open...
167.25,169.51,Giles,and this information about
167.25,169.51,Giles,the ascension will prove...
169.58,171.07,Giles,useful.
171.15,173.88,Giles,"Eventually, I just need"
171.15,173.88,Giles,to put it together.
173.95,176.08,Wesley,Terribly sorry.
173.95,176.08,Wesley,I was detained.
176.15,178.02,Wesley,Official Council business.
178.09,179.78,Wesley,"Mr. Giles, you were speaking?"
179.86,182.52,Giles,I was just filling Buffy in
179.86,182.52,Giles,on my progress
182.59,183.75,Giles,regarding the research
183.75,184.65,Wesley,of the ascension.
184.73,187.49,Wesley,Oh. And what took up
184.73,187.49,Wesley,the rest of the minute?
190.03,194.02,Wesley,Touché.
192.07,193.47,Giles,"Of course, my work"
192.07,193.47,Giles,is unofficial.
193.54,195.63,Giles,"I'm sure, however..."
195.71,199.16,Giles,with the resources of the Council
195.71,199.16,Giles,at your disposal...
199.24,200.71,Giles,you will have something to add.
204.18,205.77,Wesley,Well...
205.85,207.41,Wesley,I am pleased to state
