1102.41,1109.09,Spike,"his bugeaters and his special dirt, don't he?"
1110.61,1113.84,Riley,You're saying I should check out
1110.61,1113.84,Riley,mansions? That sort of thing?
1113.93,1116.16,Spike,No.
1116.25,1121.17,Spike,I'm saying you should go home
1116.25,1121.17,Spike,to your superhoney.
1121.25,1123.61,Spike,"Have a nice, safe snog."
1124.21,1126.73,Spike,"You're out of your depth on this one, boy."
1128.41,1132.96,Riley,"You've helped Buffy before, so she has a"
1128.41,1132.96,Riley,problem with killing you now you're helpless.
1133.05,1135.04,Riley,I don't.
1140.49,1142.4,Spike,I'd like to see you try.
1146.33,1148.32,Riley,Would you?
1161.13,1163.12,Spike,You're never gonna find him.
1166.53,1168.52,Spike,Not before he gets to her.
1206.13,1208.73,Dracula,You are magnificent.
1209.77,1212.45,Buffy,I bet you say that before you bite all the girls.
1212.53,1214.52,Dracula,"No, you are different."
1215.41,1217.56,Dracula,Kindred.
1218.85,1220.89,Buffy,"Kindred? Hardly, I..."
1220.97,1222.96,Dracula,Pull your hair back.
1228.57,1231.61,Buffy,<i>(V.O)</i> This isn't how I usually fight.
1236.25,1241.28,Buffy,You think you can just waft in here with your
1236.25,1241.28,Buffy,musicvideo wind and your hypno eyes...
1243.25,1246.45,Dracula,I have searched the world over for you.
1248.25,1250.61,Dracula,I have yearned for you.
1252.49,1255.21,Dracula,For a creature whose darkness rivals my own.
1260.65,1262.8,Dracula,You have been tasted.
1266.21,1267.21,Buffy,He was...
1267.21,1268.2,Dracula,Unworthy.
1274.05,1276.04,Dracula,He let you go.
1282.93,1285.4,Dracula,"But the embrace,"
1285.49,1287.48,Dracula,"his bite,"
1289.93,1291.61,Dracula,you remember.
1292.53,1294.52,Buffy,No.
1300.65,1302.64,Dracula,Do not fight.
1307.33,1309.05,Dracula,I can feel your hunger.
1363.13,1365.65,Riley,Here's ajelly one. You want it?
1365.65,1365.89,Buffy,No.
1365.97,1367.61,Xander,Got it. Mine.
1369.85,1372.29,Willow,"Well, I think we have Dracula factoids."
1372.41,1375.21,Xander,Like any of that's enough
1372.41,1375.21,Xander,to fight the Dark Master.
1377.53,1377.99,Xander,Baiter.
1377.99,1379.84,Willow,A lot of it we already knew.
1379.93,1382.69,Willow,"Turnoffs: wood, fire, crosses, garlic."
1382.77,1387.8,Willow,"Turnons: nice duds, minions,"
1382.77,1387.8,Willow,"long, slow bites that last for days."
1387.89,1391.49,Riley,"Yeah, I did a little research, too."
1387.89,1391.49,Riley,Dracula likes to live in style.
1391.57,1395.33,Riley,Which means we can rule out
1391.57,1395.33,Riley,the usual dumps vampires haunt.
1395.41,1398.88,Xander,He's smart enough to figure that
1395.41,1398.88,Xander,we know that. I say he's laying low.
1398.97,1403.44,Willow,"Actually, my research backs Riley up."
1398.97,1403.44,Willow,Drac isn't the layIow type.
1403.53,1405.76,Giles,So we can check out the nicer places.
1406.49,1411.02,Giles,"Don't you think, Buffy?"
1410.37,1412.36,Giles,Buffy?
1412.73,1417.2,Buffy,Yeah. We'll check all the swanky places first.
1412.73,1417.2,Buffy,What else did you guys get?
1417.49,1419.85,Giles,"Well, Willow has most of it, actually."
1420.85,1423.05,Willow,Only because you gave me super pointers.
1423.13,1424.21,Willow,I would never...
1424.21,1425.69,Giles,"Just go ahead, Willow."
1426.61,1431.37,Willow,OK. Dracula's modus operandi
1426.61,1431.37,Willow,is different from other vampires.
1431.45,1436.05,Willow,"He will kill just to feed, but he'd rather"
1431.45,1436.05,Willow,have a connection with his victims.
1436.13,1439.65,Willow,And he has all of these mental powers
1436.13,1439.65,Willow,to draw them in.
1439.81,1443.89,Willow,"He can read and control minds,"
1439.81,1443.89,Willow,and appear in dreams.
1446.25,1449.29,Willow,Makes sense. That stare...
1449.37,1452.05,Willow,He just kinda looked right through you.
1452.13,1454.77,Willow,"Didn't you feel it, Buffy?"
1456.97,1459.44,Buffy,"No, I didn't."
1460.21,1462.89,Xander,See. Buffy didn't feel it.
1462.97,1469.02,Xander,I think you're drawing a lot of crazy
1462.97,1469.02,Xander,conclusions about the Unholy Prince.
1467.61,1469.6,Xander,Baiter.
1470.13,1474.17,Giles,"The point is, though he goes through"
1470.13,1474.17,Giles,"the motions of an intimate seduction,"
1474.25,1477.29,Giles,the end result is the same
1474.25,1477.29,Giles,he turns them into a vampire.
1477.89,1480.41,Xander,Well. That is intimate.
1481.05,1484.76,Xander,Dracula's gifting these ladies
1481.05,1484.76,Xander,with his own blood.
1484.85,1488.29,Xander,And blood is life.
1490.77,1492.76,Xander,According to them.
1494.29,1497.81,Giles,Just be aware that he tends
1494.29,1497.81,Giles,to form a relationship with his prey.
1497.89,1501.36,Giles,It's not enough for him to take her.
1497.89,1501.36,Giles,She must want to be taken.
1501.45,1503.6,Giles,She must burn for him.
1504.05,1506.73,Buffy,That's interesting. I'm gonna go find him.
1507.41,1509.97,Riley,You shouldn't go by yourself.
1507.41,1509.97,Riley,He's dangerous.
1510.05,1511.88,Buffy,"It's cool, I got it."
1519.37,1520.97,Riley,Take off that scarf.
1521.05,1523.04,Buffy,What? No.
1524.13,1526.77,Riley,You're under the thrall of the Dark Prince.
1526.85,1529.45,Buffy,I am not under the thrall of the Dark Prince.
1529.93,1532.21,Riley,Then take off the scarf.
1532.29,1535.25,Buffy,Let go of me. This is ridiculous.
1548.61,1551.32,Giles,Why didn't you say anything?
1551.32,1554.02,Xander,She didn't want to worry us.
1552.09,1555.37,Willow,It's just a scratch.
1552.09,1555.37,Willow,Two deep puncturey scratches.
1559.65,1561.8,Buffy,I'm not sure why I tried to hide it.
1564.65,1568.53,Buffy,There was just this voice
1564.65,1568.53,Buffy,and it was telling me to cover it.
1569.01,1571.24,Riley,And what did I tell you? That's thrall.
1571.69,1576.53,Xander,Like Dracula has mind control over her?
1571.69,1576.53,Xander,You're watching too many creature features.
1576.61,1579.57,Buffy,It does seem like
1576.61,1579.57,Buffy,"he has this control over me,"
1579.65,1582.41,Buffy,even though a big part of me is resisting.
1582.49,1585.05,Riley,"No, it's OK. I shouldn't take this personally."
1585.13,1589.37,Riley,"What with Angel, it's understandable"
1585.13,1589.37,Riley,that there would be transference.
1589.45,1592.92,Riley,"I mean, they're both broody immortals."
1594.77,1596.76,Buffy,I am not transfery.
1598.85,1600.76,Buffy,I swear to you.
1600.85,1603.41,Buffy,I'm your girl and I'm gonna stay that way.
1604.57,1607.57,Riley,OK. But you are not going
1604.57,1607.57,Riley,anywhere near him again.
1608.37,1612.73,Giles,Riley's right. You should stay out of sight.
1608.37,1612.73,Giles,Let the rest of us look for Dracula.
1612.81,1615.61,Buffy,I can't go home. He already got inside once.
1615.93,1618.24,Xander,Come to my place.
1615.93,1618.24,Xander,I'll make sure you stay put.
1618.33,1622.21,Giles,"Good. Riley and I can search for Dracula,"
1622.29,1626.29,Xander,"and Willow, you and Tara could do"
1622.29,1626.29,Xander,"a protection spell at Buffy's house,"
1626.37,1628.05,Giles,prevent him from returning.
1628.61,1631.45,Willow,Got it. How'd he get inside anyway?
1631.53,1635.24,Joyce,He seemed so nice and normal. A little pale.
1635.33,1638.77,Willow,A good Sunnydale rule of thumb:
1635.33,1638.77,Willow,avoid whiteskinned men in capes.
1638.85,1645.02,Joyce,I'm not like this. I don't invite
1638.85,1645.02,Joyce,strange men over for coffee. It's just...
1643.53,1646.33,Joyce,"When you girls are older,"
1643.53,1646.33,Joyce,you'll understand.
1646.41,1651.12,Joyce,It's hard to date. Sometimes you just
1646.41,1651.12,Joyce,feel like giving up on men altogether.
1659.37,1660.6,Riley,Another bust.
1660.69,1663.53,Giles,It's getting dark.
1660.69,1663.53,Giles,I should have turned up a better lead.
1663.61,1665.6,Giles,There must be an easier way to find him.
1665.69,1669.77,Riley,Too late to worry about that now.
1665.69,1669.77,Riley,"If we hurry, we can hit these last places."
1669.85,1673.45,Anya,How come I have to slayersit
1669.85,1673.45,Anya,while the others get to look for Dracula?
1673.53,1675.41,Anya,"I mean, just because I'm..."
1675.41,1676.53,Xander,What time is it?
1676.97,1679.44,Anya,Almost six.
1676.97,1679.44,Anya,"I mean, I'm the one who knows him."
1679.53,1680.74,Anya,I'm the one who had
1680.74,1682.33,Xander,"a good look at him, so..."
1686.69,1689.81,Xander,I'm supposed to deliver you
1686.69,1689.81,Xander,to the master now.
1690.13,1694.45,Xander,There's this whole deal where
1690.13,1694.45,Xander,I get to be immortal. You cool with that?
1694.53,1696.52,Buffy,Take me to him.
1696.61,1699.33,Xander,"Come on, Xander. This isn't funny."
1714.57,1718.09,Xander,Master? I deliver the Slayer.
1714.57,1718.09,Xander,She who you most desire.
1718.81,1720.13,Xander,"Sorry. ""Whom""."
1722.41,1725.13,Xander,"Now comes the immortality, right?"
1722.41,1725.13,Xander,You do the thing...
1725.21,1728.81,Dracula,Leave us. We must not be interrupted.
1729.41,1731.4,Xander,You bet.
1735.81,1738.09,Dracula,I knew you'd come.
1738.93,1740.92,Buffy,Why?
1741.69,1743.68,Buffy,Because I'm under your thrall?
1745.53,1747.41,Buffy,"Well, guess again, pal."
1748.09,1749.51,Dracula,Put the stake down.
1749.51,1749.73,Buffy,OK.
1754.41,1758.25,Buffy,Right. That was not you.
1759.57,1764.25,Buffy,I did that because I wanted to.
1766.89,1769.49,Buffy,Maybe I should rethink that thrall thing.
1777.81,1782.28,Riley,I've lived in Sunnydale a couple of years now.
1777.81,1782.28,Riley,Know what I've never noticed before?
1782.37,1783.11,Giles,A castle?
1783.11,1784.84,Riley,A big honkin' castle.
1810.49,1812.37,Buffy,Stay away from me.
1813.21,1816.05,Dracula,Are you afraid I will bite you?
1817.61,1820.53,Dracula,"Slayer, that's why you came."
1821.17,1823.64,Buffy,No. Last night...
1825.37,1827.41,Buffy,It's not gonna happen again.
1828.01,1831.09,Dracula,Stop me. Stake me.
1831.25,1834.13,Buffy,I... Any minute now.
1834.21,1837.36,Dracula,Do you know why you cannot resist?
1837.89,1839.93,Buffy,Cos you're famous?
1840.09,1842.32,Dracula,Because you do not want to.
