1.43,2.67,,In every generation
1.43,2.67,,there is a chosen one.
2.74,5.67,,she alone will stand
2.74,5.67,,"against the vampires,"
5.74,8.17,,the demons.
5.74,8.17,,and the forces of darkness.
8.24,9.91,,she is the slayer.
11.91,14.81,Cordelia,"i just love springtime,"
14.88,16.78,Cordelia,"me in bright, spring fashions."
16.78,17.8,Mitch,spring training.
17.87,20.29,Cordelia,me at the endofschool dance.
20.29,21.84,Harmony,the end of school.
21.9,25.16,Cordelia,definitely my favorite
21.9,25.16,Cordelia,time of year.
25.22,28.24,Cordelia,"i am, of course, having"
25.22,28.24,Cordelia,my dress specially made.
28.31,30.28,Cordelia,offtherack
28.31,30.28,Cordelia,gives me hives.
30.35,33.28,Mitch,let me guess.
30.35,33.28,Mitch,blue like your eyes.
33.35,35.78,Cordelia,"my eyes are hazel,"
33.35,35.78,Cordelia,helen keller.
35.85,37.78,Harmony,you two will look
35.85,37.78,Harmony,so fine together
37.85,39.79,Harmony,in the may queen
37.85,39.79,Harmony,photo.
39.85,42.46,Cordelia,"well, i haven't"
39.85,42.46,Cordelia,been elected may queen yet.
42.52,43.77,Cordelia,ooh! oh! oh!
46.41,48.95,Cordelia,behold the weirdness.
49.01,52.05,Buffy,you're probably wondering what
49.01,52.05,Buffy,"i'm doing with this stuff, huh?"
52.12,53.33,Cordelia,wow! i'm not.
53.33,55.39,Buffy,"uh, for history class."
55.45,59.31,Buffy,"mr. giles has this, like,"
55.45,59.31,Buffy,"hobby of collecting stuff,"
59.37,62.24,Buffy,which he lent me
59.37,62.24,Buffy,for showandtell.
62.31,64.01,Harmony,did i mention
64.01,67.02,Buffy,it's for history class?
65.08,67.51,Harmony,she is always hanging with
65.08,67.51,Harmony,that creepy librarian...
67.58,69.78,Harmony,in that creepy
67.58,69.78,Harmony,library.
69.85,73.47,Cordelia,"hey, did i ever tell you about the"
69.85,73.47,Cordelia,time she attacked me at the bronze?
73.54,77.04,Cordelia,i don't know why this school
73.54,77.04,Cordelia,admits mentals like her.
78.81,81.78,Ms. Miller,"if you prick us,"
78.81,81.78,Ms. Miller,do we not bleed?
81.85,85.58,Ms. Miller,"if you tickle us,"
81.85,85.58,Ms. Miller,do we not laugh?
85.65,89.3,Ms. Miller,"if you poison us,"
85.65,89.3,Ms. Miller,do we not die?
89.37,93.96,Ms. Miller,"and if you wrong us,"
89.37,93.96,Ms. Miller,"shall we not revenge?"""
95.39,98.7,Ms. Miller,okay.
95.39,98.7,Ms. Miller,"so talk to me, people."
98.76,101.27,Ms. Miller,how does what shylock
98.76,101.27,Ms. Miller,says here about being a jew...
101.33,105.17,Ms. Miller,relate to our discussion about the
101.33,105.17,Ms. Miller,anger of the outcast in society?
105.24,109.36,Cordelia,"cordelia. well, how about ""color"
105.24,109.36,Cordelia,"me totally selfinvolved""?"
109.42,111.83,Ms. Miller,care to elaborate?
109.42,111.83,Ms. Miller,yeah.
111.89,114.19,Cordelia,"with shylock, it's"
111.89,114.19,Cordelia,"whine, whine, whine,"
114.26,116.3,Cordelia,like the whole world
114.26,116.3,Cordelia,is about him.
116.36,118.4,Cordelia,"he acts like it's justice, him"
118.4,120.79,Ms. Miller,getting a pound of antonio's flesh.
120.85,123.2,Ms. Miller,it's not justice.
120.85,123.2,Ms. Miller,it's yicky.
123.27,127.74,Ms. Miller,but has shylock suffered? what's
123.27,127.74,Ms. Miller,his place in venice society?
127.81,129.56,Willow,"well, everyone looked down on him."
129.56,131.16,Cordelia,that is such a twinkie defense.
131.23,133,Cordelia,shylock should
131.23,133,Cordelia,get over himself.
133.07,136.72,Cordelia,people who think their
133.07,136.72,Cordelia,"problems are so huge craze me,"
136.79,139.69,Cordelia,like this time i sort of ran
136.79,139.69,Cordelia,over this girl on her bike.
139.75,140.49,Cordelia,it was the most
140.49,142.12,Ms. Miller,"traumatizing time my life,"
142.19,144.26,Ms. Miller,and she was trying to
142.19,144.26,Ms. Miller,"make it about her leg,"
144.33,146.53,Ms. Miller,like my pain meant nothing.
146.59,150.76,Ms. Miller,"well, cordelia's raised an interesting"
146.59,150.76,Ms. Miller,point here...
150.83,153.37,Ms. Miller,which we'll pursue
150.83,153.37,Ms. Miller,at a later time.
155.84,158.77,Cordelia,um...
155.84,158.77,Cordelia,ms. miller?
158.84,160.91,Ms. Miller,good observations
158.84,160.91,Ms. Miller,"today, cordelia."
160.98,163.24,Ms. Miller,it's always exciting to know
160.98,163.24,Ms. Miller,someone's actually done the reading.
163.31,167.28,Cordelia,"thanks. um, i want to talk"
163.31,167.28,Cordelia,to you about my final paper.
167.35,169.78,Cordelia,i'm real unfocused.
167.35,169.78,Cordelia,"i have all these thoughts,"
169.85,172.62,Cordelia,and i'm pretty sure they
169.85,172.62,Cordelia,all contradict each other.
172.69,176.29,Ms. Miller,"well, i have your outline here, but why"
172.69,176.29,Ms. Miller,don't you stop by tomorrow after school?
176.36,178.4,Ms. Miller,we'll go over it then. that'd be great.
178.4,179.08,Cordelia,thanks a lot.
179.14,182.57,Ms. Miller,you're welcome. i'll see you then.
182.57,183.58,Cordelia,"okay, bye."
183.65,188.45,Cordelia,"harmony, the dress is ready. it's so great!"
183.65,188.45,Cordelia,mitch is gonna die!
192.02,196.07,Cordelia,advertise your product or brand here
192.02,196.07,Cordelia,contact www.opensubtitles.org today
213.69,216,Bud,"hey, mitch,"
213.69,216,Bud,you going to the bronze?
216.06,218.22,Mitch,later. i'm picking
216.06,218.22,Mitch,out my tux first.
218.28,219.91,Mitch,got to look sharp for the big dig.
219.91,220.73,Bud,"oh, that's right."
